Data,Temperatura,Humidade
31/01/2023 08:00:00 -03:00,29.3,71.8
31/01/2023 09:00:00 -03:00,30.1,70
31/01/2023 10:00:00 -03:00,30.5,68.7
31/01/2023 11:00:00 -03:00,30.5,69.1
31/01/2023 12:00:00 -03:00,30.9,67.5
31/01/2023 13:00:00 -03:00,30.7,65.8
31/01/2023 14:00:00 -03:00,30.7,69
31/01/2023 15:00:00 -03:00,30.1,72.3
31/01/2023 16:00:00 -03:00,29.2,74.2
31/01/2023 17:00:00 -03:00,28.1,78.5
31/01/2023 18:00:00 -03:00,27.8,81.4
31/01/2023 19:00:00 -03:00,27.8,81.2
31/01/2023 20:00:00 -03:00,27.7,80.7
31/01/2023 21:00:00 -03:00,27.6,80.9
31/01/2023 22:00:00 -03:00,27.5,81.9
31/01/2023 23:00:00 -03:00,27.3,82.7
01/02/2023 00:00:00 -03:00,27,85.5
01/02/2023 01:00:00 -03:00,26.7,87.2
01/02/2023 02:00:00 -03:00,26.6,85.7
01/02/2023 03:00:00 -03:00,26.5,85.8
01/02/2023 04:00:00 -03:00,25.6,90.1
01/02/2023 05:00:00 -03:00,24.8,93.8
01/02/2023 06:00:00 -03:00,26.1,89.3
01/02/2023 07:00:00 -03:00,27.4,85.2
01/02/2023 08:00:00 -03:00,29.8,74.8
01/02/2023 09:00:00 -03:00,30.8,67.4
01/02/2023 10:00:00 -03:00,30.9,67.5
01/02/2023 11:00:00 -03:00,31.1,67.8
01/02/2023 12:00:00 -03:00,31.2,65.1
01/02/2023 13:00:00 -03:00,30.9,67.2
01/02/2023 14:00:00 -03:00,30.6,68.6
01/02/2023 15:00:00 -03:00,30.4,69.1
01/02/2023 16:00:00 -03:00,29.5,72.6
01/02/2023 17:00:00 -03:00,28.2,77.7
01/02/2023 18:00:00 -03:00,27.7,79.7
01/02/2023 19:00:00 -03:00,27.7,81
01/02/2023 20:00:00 -03:00,27.6,81.8
01/02/2023 21:00:00 -03:00,27.4,82.7
01/02/2023 22:00:00 -03:00,27.3,84.4
01/02/2023 23:00:00 -03:00,27.1,85.4
02/02/2023 00:00:00 -03:00,26.7,86.9
02/02/2023 01:00:00 -03:00,26.8,86.9
02/02/2023 02:00:00 -03:00,25.8,90.3
02/02/2023 03:00:00 -03:00,24.2,97
02/02/2023 04:00:00 -03:00,23.8,98.4
02/02/2023 05:00:00 -03:00,23.8,98.6
02/02/2023 06:00:00 -03:00,25.7,93.5
02/02/2023 07:00:00 -03:00,28.5,82.3
02/02/2023 08:00:00 -03:00,30.5,72
02/02/2023 09:00:00 -03:00,30.4,72.1
02/02/2023 10:00:00 -03:00,30.6,72.2
02/02/2023 11:00:00 -03:00,30.9,70.2
02/02/2023 12:00:00 -03:00,31,71.2
02/02/2023 13:00:00 -03:00,31.2,68.7
02/02/2023 14:00:00 -03:00,30.1,74.7
02/02/2023 15:00:00 -03:00,30,74
02/02/2023 16:00:00 -03:00,28.9,77.5
02/02/2023 17:00:00 -03:00,28.2,79.3
02/02/2023 18:00:00 -03:00,27.8,80.8
02/02/2023 19:00:00 -03:00,27.6,81.2
02/02/2023 20:00:00 -03:00,27.6,81.1
02/02/2023 21:00:00 -03:00,27.4,82.3
02/02/2023 22:00:00 -03:00,27.4,82.4
02/02/2023 23:00:00 -03:00,27.2,81.6
03/02/2023 00:00:00 -03:00,27.1,81.5
03/02/2023 01:00:00 -03:00,27,81.2
03/02/2023 02:00:00 -03:00,26.8,81.3
03/02/2023 03:00:00 -03:00,26.8,81.9
03/02/2023 04:00:00 -03:00,26.4,82.3
03/02/2023 05:00:00 -03:00,26.4,83.7
03/02/2023 06:00:00 -03:00,27.8,80.2
03/02/2023 07:00:00 -03:00,29.4,73.6
03/02/2023 08:00:00 -03:00,30.2,69.4
03/02/2023 09:00:00 -03:00,30.4,69.7
03/02/2023 10:00:00 -03:00,30.6,70.3
03/02/2023 11:00:00 -03:00,30.8,69.4
03/02/2023 12:00:00 -03:00,31.3,65.3
03/02/2023 13:00:00 -03:00,31.5,63.2
03/02/2023 14:00:00 -03:00,31.2,65.3
03/02/2023 15:00:00 -03:00,30.5,69.1
03/02/2023 16:00:00 -03:00,29.6,72.4
03/02/2023 17:00:00 -03:00,28.3,77.5
03/02/2023 18:00:00 -03:00,27.7,80.8
03/02/2023 19:00:00 -03:00,27.6,81
03/02/2023 20:00:00 -03:00,27.5,80.3
03/02/2023 21:00:00 -03:00,27.3,80.8
03/02/2023 22:00:00 -03:00,27.1,82.7
03/02/2023 23:00:00 -03:00,27,83.5
04/02/2023 00:00:00 -03:00,26.8,82.8
04/02/2023 01:00:00 -03:00,26.6,82.4
04/02/2023 02:00:00 -03:00,26,85.8
04/02/2023 03:00:00 -03:00,26.3,85.8
04/02/2023 04:00:00 -03:00,26.4,86.2
04/02/2023 05:00:00 -03:00,25.1,90.8
04/02/2023 06:00:00 -03:00,26,88.6
04/02/2023 07:00:00 -03:00,28.6,80.2
04/02/2023 08:00:00 -03:00,30,74.3
04/02/2023 09:00:00 -03:00,30.6,71.8
04/02/2023 10:00:00 -03:00,28.3,83.5
04/02/2023 11:00:00 -03:00,29.6,80.6
04/02/2023 12:00:00 -03:00,30.8,73.1
04/02/2023 13:00:00 -03:00,31.4,69.4
04/02/2023 14:00:00 -03:00,31.4,70.1
04/02/2023 15:00:00 -03:00,30.6,73.2
04/02/2023 16:00:00 -03:00,29.5,77.5
04/02/2023 17:00:00 -03:00,27.8,85.3
04/02/2023 18:00:00 -03:00,25.9,96.9
04/02/2023 19:00:00 -03:00,25.1,98.9
04/02/2023 20:00:00 -03:00,24.9,99
04/02/2023 21:00:00 -03:00,24.4,99
04/02/2023 22:00:00 -03:00,24.4,99
04/02/2023 23:00:00 -03:00,24.4,99
05/02/2023 00:00:00 -03:00,24.4,99
05/02/2023 01:00:00 -03:00,24.4,99
05/02/2023 02:00:00 -03:00,24.4,99
05/02/2023 03:00:00 -03:00,24.5,99
05/02/2023 04:00:00 -03:00,24.5,99
05/02/2023 05:00:00 -03:00,24.5,99
05/02/2023 06:00:00 -03:00,25.1,99
05/02/2023 07:00:00 -03:00,26.2,98.4
05/02/2023 08:00:00 -03:00,29.7,81.7
05/02/2023 09:00:00 -03:00,30.5,77.1
05/02/2023 10:00:00 -03:00,30,79.1
05/02/2023 11:00:00 -03:00,30.5,78.9
05/02/2023 12:00:00 -03:00,30.9,76.8
05/02/2023 13:00:00 -03:00,31.1,75
05/02/2023 14:00:00 -03:00,30.7,74.5
05/02/2023 15:00:00 -03:00,29.6,77.4
05/02/2023 16:00:00 -03:00,28.8,81.8
05/02/2023 17:00:00 -03:00,28.1,84.8
05/02/2023 18:00:00 -03:00,27.6,86.6
05/02/2023 19:00:00 -03:00,27.4,87.6
05/02/2023 20:00:00 -03:00,27.1,90.1
05/02/2023 21:00:00 -03:00,26.1,95.9
05/02/2023 22:00:00 -03:00,25.2,99
05/02/2023 23:00:00 -03:00,24.5,98.9
06/02/2023 00:00:00 -03:00,24.2,99
06/02/2023 01:00:00 -03:00,24.2,99
06/02/2023 02:00:00 -03:00,24.2,99
06/02/2023 03:00:00 -03:00,24.1,99
06/02/2023 04:00:00 -03:00,23.8,99
06/02/2023 05:00:00 -03:00,23.1,99
06/02/2023 06:00:00 -03:00,23.3,99
06/02/2023 07:00:00 -03:00,23.1,99
06/02/2023 08:00:00 -03:00,23,99
06/02/2023 09:00:00 -03:00,23.1,99
06/02/2023 10:00:00 -03:00,23.2,99
06/02/2023 11:00:00 -03:00,23.1,99
06/02/2023 12:00:00 -03:00,23,98.9
06/02/2023 13:00:00 -03:00,22.8,99
06/02/2023 14:00:00 -03:00,24.2,95.2
06/02/2023 15:00:00 -03:00,25.2,94.1
06/02/2023 16:00:00 -03:00,25.9,93.4
06/02/2023 17:00:00 -03:00,25.4,97.2
06/02/2023 18:00:00 -03:00,24.3,99
06/02/2023 19:00:00 -03:00,23.7,99
06/02/2023 20:00:00 -03:00,23.3,99
06/02/2023 21:00:00 -03:00,23,99
06/02/2023 22:00:00 -03:00,22.7,99
06/02/2023 23:00:00 -03:00,22.4,99
07/02/2023 00:00:00 -03:00,22.2,99
07/02/2023 01:00:00 -03:00,22,99
07/02/2023 02:00:00 -03:00,21.6,99
07/02/2023 03:00:00 -03:00,21.3,99
07/02/2023 04:00:00 -03:00,21.1,99
07/02/2023 05:00:00 -03:00,21.1,99
07/02/2023 06:00:00 -03:00,22.4,99
07/02/2023 07:00:00 -03:00,26.8,88.6
07/02/2023 08:00:00 -03:00,29.2,75.9
07/02/2023 09:00:00 -03:00,28.3,79.3
07/02/2023 10:00:00 -03:00,29.5,69.7
07/02/2023 11:00:00 -03:00,30,68.1
07/02/2023 12:00:00 -03:00,29.8,68.8
07/02/2023 13:00:00 -03:00,30.9,63.6
07/02/2023 14:00:00 -03:00,30.6,61.6
07/02/2023 15:00:00 -03:00,30,63.3
07/02/2023 16:00:00 -03:00,28.8,64.6
07/02/2023 17:00:00 -03:00,27.4,67.5
07/02/2023 18:00:00 -03:00,26.6,72.6
07/02/2023 19:00:00 -03:00,26.3,71.8
07/02/2023 20:00:00 -03:00,24.8,80.2
07/02/2023 21:00:00 -03:00,22.5,91.7
07/02/2023 22:00:00 -03:00,21.8,95.3
07/02/2023 23:00:00 -03:00,21.4,97.5
08/02/2023 00:00:00 -03:00,21,98.4
08/02/2023 01:00:00 -03:00,20.6,99
08/02/2023 02:00:00 -03:00,20.4,99
08/02/2023 03:00:00 -03:00,20.4,99
08/02/2023 04:00:00 -03:00,20.4,99
08/02/2023 05:00:00 -03:00,20.4,99
08/02/2023 06:00:00 -03:00,23.5,90.4
08/02/2023 07:00:00 -03:00,26.9,80.1
08/02/2023 08:00:00 -03:00,29.1,75.9
08/02/2023 09:00:00 -03:00,29,76.2
08/02/2023 10:00:00 -03:00,29.6,74.7
08/02/2023 11:00:00 -03:00,30.1,73.2
08/02/2023 12:00:00 -03:00,30.6,71.5
08/02/2023 13:00:00 -03:00,29.4,74.7
08/02/2023 14:00:00 -03:00,29.3,75.8
08/02/2023 15:00:00 -03:00,29,75.6
08/02/2023 16:00:00 -03:00,28.3,76.7
08/02/2023 17:00:00 -03:00,27.5,78.5
08/02/2023 18:00:00 -03:00,26.9,80.7
08/02/2023 19:00:00 -03:00,26.6,81.9
08/02/2023 20:00:00 -03:00,26,85.5
08/02/2023 22:00:00 -03:00,23.6,96.8
08/02/2023 23:00:00 -03:00,23.4,98.2
09/02/2023 00:00:00 -03:00,23.4,98.8
09/02/2023 01:00:00 -03:00,23.1,99
09/02/2023 02:00:00 -03:00,22.9,99
09/02/2023 03:00:00 -03:00,22.7,99
09/02/2023 04:00:00 -03:00,22.6,99
09/02/2023 07:00:00 -03:00,27,89.7
09/02/2023 08:00:00 -03:00,28.4,85.8
09/02/2023 09:00:00 -03:00,29.7,81.4
09/02/2023 10:00:00 -03:00,28,88
09/02/2023 11:00:00 -03:00,29.6,81.6
09/02/2023 12:00:00 -03:00,28.5,85.1
09/02/2023 13:00:00 -03:00,24.7,98.6
09/02/2023 14:00:00 -03:00,24.3,99
09/02/2023 15:00:00 -03:00,24.6,99
09/02/2023 16:00:00 -03:00,24.6,99
09/02/2023 17:00:00 -03:00,24.3,99
09/02/2023 18:00:00 -03:00,24.2,99
09/02/2023 19:00:00 -03:00,24,99
09/02/2023 21:00:00 -03:00,23.9,99
10/02/2023 00:00:00 -03:00,23.8,99
10/02/2023 06:00:00 -03:00,25.2,98.5
10/02/2023 07:00:00 -03:00,28.5,83.7
10/02/2023 09:00:00 -03:00,29.9,76.6
10/02/2023 10:00:00 -03:00,29.9,76.4
10/02/2023 11:00:00 -03:00,30.1,75
10/02/2023 12:00:00 -03:00,30.4,72.8
10/02/2023 13:00:00 -03:00,30.3,72.8
10/02/2023 14:00:00 -03:00,30.1,72.7
10/02/2023 15:00:00 -03:00,30.2,73
10/02/2023 16:00:00 -03:00,29.5,74.9
10/02/2023 17:00:00 -03:00,27.8,80.5
11/02/2023 11:00:00 -03:00,30.3,73.5
11/02/2023 12:00:00 -03:00,31.2,67.6
11/02/2023 14:00:00 -03:00,30.8,69.4
11/02/2023 15:00:00 -03:00,30.2,73
11/02/2023 18:00:00 -03:00,27,80.2
11/02/2023 21:00:00 -03:00,26.2,87.6
11/02/2023 22:00:00 -03:00,24.9,92.4
11/02/2023 23:00:00 -03:00,23.6,98.1
12/02/2023 08:00:00 -03:00,30,77.6
12/02/2023 09:00:00 -03:00,30.2,74.8
12/02/2023 11:00:00 -03:00,31.2,70.4
12/02/2023 12:00:00 -03:00,31.1,71.1
12/02/2023 14:00:00 -03:00,31.2,72.5
13/02/2023 09:00:00 -03:00,30.8,73.7
13/02/2023 10:00:00 -03:00,30.6,74.7
13/02/2023 11:00:00 -03:00,30.3,75.1
13/02/2023 12:00:00 -03:00,30.7,72.6
13/02/2023 13:00:00 -03:00,30,74.3
13/02/2023 14:00:00 -03:00,30.6,73.5
13/02/2023 15:00:00 -03:00,30.3,73.8
13/02/2023 16:00:00 -03:00,29.3,77.2
13/02/2023 17:00:00 -03:00,28.1,81.3
13/02/2023 18:00:00 -03:00,27.4,83.8
13/02/2023 20:00:00 -03:00,27.2,86.8
13/02/2023 22:00:00 -03:00,27,87.3
13/02/2023 23:00:00 -03:00,26.9,88.5
14/02/2023 05:00:00 -03:00,26.8,87.9
14/02/2023 06:00:00 -03:00,27.4,86.4
14/02/2023 07:00:00 -03:00,28.8,81.2
14/02/2023 08:00:00 -03:00,29.2,79.4
14/02/2023 09:00:00 -03:00,30.2,75.5
14/02/2023 10:00:00 -03:00,30.8,73.8
14/02/2023 11:00:00 -03:00,30.7,74.7
14/02/2023 12:00:00 -03:00,30.9,74
14/02/2023 13:00:00 -03:00,30.9,74.5
14/02/2023 14:00:00 -03:00,30.9,74.7
14/02/2023 15:00:00 -03:00,30.6,75
14/02/2023 16:00:00 -03:00,29.4,79.2
14/02/2023 17:00:00 -03:00,28.4,82.7
14/02/2023 18:00:00 -03:00,28,85.2
14/02/2023 23:00:00 -03:00,25,99
15/02/2023 07:00:00 -03:00,27.6,89.9
15/02/2023 08:00:00 -03:00,29.8,81.4
15/02/2023 11:00:00 -03:00,30.8,77.8
15/02/2023 12:00:00 -03:00,30.8,76.7
15/02/2023 13:00:00 -03:00,30.1,78
15/02/2023 14:00:00 -03:00,29.8,75.8
15/02/2023 15:00:00 -03:00,29,81.8
15/02/2023 17:00:00 -03:00,28.2,86.9
15/02/2023 18:00:00 -03:00,28.2,86.4
15/02/2023 20:00:00 -03:00,28.1,85.9
15/02/2023 21:00:00 -03:00,28,86.4
15/02/2023 23:00:00 -03:00,27.6,88.8
16/02/2023 02:00:00 -03:00,26.3,94.9
16/02/2023 05:00:00 -03:00,25.3,98.8
16/02/2023 07:00:00 -03:00,28.6,83.4
16/02/2023 10:00:00 -03:00,30.9,74.1
16/02/2023 11:00:00 -03:00,31.2,72.9
16/02/2023 12:00:00 -03:00,31,72.6
16/02/2023 13:00:00 -03:00,31,73.1
16/02/2023 14:00:00 -03:00,30.4,75.9
16/02/2023 15:00:00 -03:00,29.6,78.8
16/02/2023 16:00:00 -03:00,28.7,81.4
16/02/2023 17:00:00 -03:00,28.2,81.9
16/02/2023 18:00:00 -03:00,28.1,83.2
16/02/2023 19:00:00 -03:00,27.9,84
16/02/2023 20:00:00 -03:00,27.8,85.1
16/02/2023 21:00:00 -03:00,27.8,85.8
16/02/2023 22:00:00 -03:00,27.8,86
16/02/2023 23:00:00 -03:00,27.6,86.3
17/02/2023 01:00:00 -03:00,27.2,86.3
17/02/2023 02:00:00 -03:00,26.8,87.3
17/02/2023 03:00:00 -03:00,26.1,91.1
17/02/2023 04:00:00 -03:00,25,95.7
17/02/2023 05:00:00 -03:00,24.3,98.7
17/02/2023 06:00:00 -03:00,24.7,99
17/02/2023 07:00:00 -03:00,27.5,90.3
17/02/2023 08:00:00 -03:00,29,81.8
17/02/2023 09:00:00 -03:00,30,77
17/02/2023 10:00:00 -03:00,30,75.7
17/02/2023 11:00:00 -03:00,30.4,75.1
17/02/2023 12:00:00 -03:00,30.8,72.5
17/02/2023 13:00:00 -03:00,30.8,73.5
17/02/2023 14:00:00 -03:00,30.4,72.4
17/02/2023 15:00:00 -03:00,30.3,71.6
17/02/2023 16:00:00 -03:00,29.3,73.8
18/02/2023 15:00:00 -03:00,29.1,75
24/02/2023 10:00:00 -03:00,31,72.4
24/02/2023 11:00:00 -03:00,31.3,72.8
27/02/2023 09:00:00 -03:00,30.5,75.8
27/02/2023 10:00:00 -03:00,30.5,75.3
27/02/2023 11:00:00 -03:00,30.5,74.9
27/02/2023 12:00:00 -03:00,29.9,78.6
27/02/2023 13:00:00 -03:00,30.6,73.2
27/02/2023 14:00:00 -03:00,30.8,71.1
27/02/2023 15:00:00 -03:00,30.3,73.6
27/02/2023 16:00:00 -03:00,29.4,77.6
27/02/2023 17:00:00 -03:00,28.3,80.8
27/02/2023 18:00:00 -03:00,27.7,82.5
27/02/2023 19:00:00 -03:00,27.7,83.6
27/02/2023 20:00:00 -03:00,27.7,83.9
27/02/2023 21:00:00 -03:00,27.7,85.5
27/02/2023 22:00:00 -03:00,27.6,85.3
27/02/2023 23:00:00 -03:00,27.3,86.3
28/02/2023 00:00:00 -03:00,27.1,84.7
28/02/2023 01:00:00 -03:00,26.9,84.6
28/02/2023 02:00:00 -03:00,26.6,85.1
28/02/2023 03:00:00 -03:00,26.6,85.2
28/02/2023 04:00:00 -03:00,26.4,86.8
28/02/2023 05:00:00 -03:00,26.4,88.3
28/02/2023 06:00:00 -03:00,28.4,81.1
28/02/2023 07:00:00 -03:00,29.5,76.6
28/02/2023 08:00:00 -03:00,29.9,75.5
28/02/2023 09:00:00 -03:00,28.7,85.1
28/02/2023 10:00:00 -03:00,30,76.9
28/02/2023 11:00:00 -03:00,30.7,72.9
28/02/2023 12:00:00 -03:00,31.1,71.3
28/02/2023 13:00:00 -03:00,30.7,72
28/02/2023 14:00:00 -03:00,31,71
28/02/2023 15:00:00 -03:00,30.3,73.5
28/02/2023 16:00:00 -03:00,29.8,74
28/02/2023 17:00:00 -03:00,28.4,79.2
28/02/2023 18:00:00 -03:00,28.1,80.9
28/02/2023 19:00:00 -03:00,28,80
28/02/2023 20:00:00 -03:00,27.6,84
28/02/2023 21:00:00 -03:00,27.5,84.3
28/02/2023 22:00:00 -03:00,27.2,84.6
28/02/2023 23:00:00 -03:00,27.1,84.5
01/03/2023 00:00:00 -03:00,26.8,87.7
01/03/2023 01:00:00 -03:00,25.9,92.2
01/03/2023 02:00:00 -03:00,26.2,89.8
01/03/2023 03:00:00 -03:00,25.1,96
01/03/2023 04:00:00 -03:00,25.8,93.2
01/03/2023 05:00:00 -03:00,26.6,88.8
01/03/2023 06:00:00 -03:00,28,84.4
01/03/2023 07:00:00 -03:00,29,79.8
01/03/2023 08:00:00 -03:00,30.1,75.6
01/03/2023 09:00:00 -03:00,30.2,74
01/03/2023 10:00:00 -03:00,30.2,75.2
01/03/2023 11:00:00 -03:00,30.5,74.7
01/03/2023 12:00:00 -03:00,30.4,75
01/03/2023 13:00:00 -03:00,30.8,73.3
01/03/2023 14:00:00 -03:00,30.6,75.2
01/03/2023 15:00:00 -03:00,29.9,78
01/03/2023 16:00:00 -03:00,29.3,80.4
01/03/2023 17:00:00 -03:00,27.2,89.2
01/03/2023 18:00:00 -03:00,27.4,86.8
01/03/2023 19:00:00 -03:00,27.6,85.8
01/03/2023 20:00:00 -03:00,27.5,87.1
01/03/2023 21:00:00 -03:00,27.2,88.4
01/03/2023 22:00:00 -03:00,27.2,88.3
01/03/2023 23:00:00 -03:00,27.2,85.4
02/03/2023 00:00:00 -03:00,27.1,85.1
02/03/2023 01:00:00 -03:00,26.6,86
02/03/2023 03:00:00 -03:00,26.4,86.5
02/03/2023 04:00:00 -03:00,26.5,85.6
02/03/2023 05:00:00 -03:00,26.6,85
02/03/2023 07:00:00 -03:00,28.8,78.6
02/03/2023 13:00:00 -03:00,30.6,73.5
02/03/2023 15:00:00 -03:00,29.2,78.2
14/04/2023 14:00:00 -03:00,30.4,70.4
14/04/2023 16:00:00 -03:00,28.9,78.5
14/04/2023 17:00:00 -03:00,27.8,80.2
14/04/2023 18:00:00 -03:00,27.6,83
14/04/2023 19:00:00 -03:00,27.6,82.5
14/04/2023 20:00:00 -03:00,27.4,84.1
14/04/2023 21:00:00 -03:00,27.1,85.4
14/04/2023 22:00:00 -03:00,27.4,84.4
14/04/2023 23:00:00 -03:00,27.4,84.5
15/04/2023 00:00:00 -03:00,27.2,85.6
15/04/2023 01:00:00 -03:00,26.1,90.9
15/04/2023 02:00:00 -03:00,24.7,98.6
15/04/2023 03:00:00 -03:00,24.4,99
15/04/2023 04:00:00 -03:00,24.2,99
15/04/2023 05:00:00 -03:00,24.4,99
15/04/2023 06:00:00 -03:00,25.4,99
15/04/2023 07:00:00 -03:00,27.4,93
15/04/2023 08:00:00 -03:00,29,85.8
15/04/2023 09:00:00 -03:00,31.4,74.2
15/04/2023 10:00:00 -03:00,31.4,72.3
15/04/2023 11:00:00 -03:00,30.7,74.5
15/04/2023 12:00:00 -03:00,30.6,73.3
15/04/2023 13:00:00 -03:00,29.6,78.7
15/04/2023 14:00:00 -03:00,30.7,75.5
15/04/2023 15:00:00 -03:00,30.1,76.8
15/04/2023 16:00:00 -03:00,29,80
15/04/2023 17:00:00 -03:00,27.8,84.4
15/04/2023 18:00:00 -03:00,27.5,85.9
15/04/2023 19:00:00 -03:00,27.3,86.9
15/04/2023 20:00:00 -03:00,26.7,91.1
15/04/2023 21:00:00 -03:00,26.8,90.8
15/04/2023 22:00:00 -03:00,25.2,97.6
15/04/2023 23:00:00 -03:00,24.7,99
16/04/2023 00:00:00 -03:00,24.5,99
16/04/2023 01:00:00 -03:00,24.3,99
16/04/2023 02:00:00 -03:00,24.2,99
16/04/2023 03:00:00 -03:00,24.2,99
16/04/2023 04:00:00 -03:00,24,99
16/04/2023 05:00:00 -03:00,24.5,99
16/04/2023 06:00:00 -03:00,25.2,98.7
16/04/2023 07:00:00 -03:00,27.4,90.6
16/04/2023 08:00:00 -03:00,29,83.4
16/04/2023 09:00:00 -03:00,30.1,80.5
16/04/2023 10:00:00 -03:00,29.8,81
16/04/2023 11:00:00 -03:00,29.7,81.5
16/04/2023 12:00:00 -03:00,28.7,84.1
16/04/2023 13:00:00 -03:00,29.1,82.3
16/04/2023 14:00:00 -03:00,28.9,83.6
16/04/2023 15:00:00 -03:00,28,87.1
16/04/2023 16:00:00 -03:00,26.9,93.9
16/04/2023 17:00:00 -03:00,26.5,93.7
16/04/2023 18:00:00 -03:00,26.5,94.9
16/04/2023 19:00:00 -03:00,26,94.7
16/04/2023 20:00:00 -03:00,25.1,98.5
16/04/2023 21:00:00 -03:00,24.2,98.6
16/04/2023 22:00:00 -03:00,24.2,99
16/04/2023 23:00:00 -03:00,24.4,99
17/04/2023 00:00:00 -03:00,24.2,99
17/04/2023 01:00:00 -03:00,24,99
17/04/2023 02:00:00 -03:00,23.9,99
17/04/2023 03:00:00 -03:00,23.8,99
17/04/2023 04:00:00 -03:00,23.6,99
17/04/2023 05:00:00 -03:00,23.6,99
17/04/2023 06:00:00 -03:00,24.8,98
17/04/2023 07:00:00 -03:00,27.4,88.4
17/04/2023 08:00:00 -03:00,29.4,81.5
17/04/2023 09:00:00 -03:00,30.9,74.6
17/04/2023 10:00:00 -03:00,31.8,67.6
17/04/2023 11:00:00 -03:00,32.1,65.2
17/04/2023 12:00:00 -03:00,32,65.7
17/04/2023 13:00:00 -03:00,32.1,65.7
17/04/2023 14:00:00 -03:00,31.6,69.2
17/04/2023 15:00:00 -03:00,31,71.4
17/04/2023 16:00:00 -03:00,29,78.8
17/04/2023 17:00:00 -03:00,28.1,81
17/04/2023 18:00:00 -03:00,27.2,87.8
17/04/2023 19:00:00 -03:00,27.1,90
17/04/2023 20:00:00 -03:00,27.1,88.7
17/04/2023 21:00:00 -03:00,25.4,96.3
17/04/2023 22:00:00 -03:00,24.8,98.5
17/04/2023 23:00:00 -03:00,24.4,99
18/04/2023 00:00:00 -03:00,24.5,99
18/04/2023 01:00:00 -03:00,24.5,99
18/04/2023 02:00:00 -03:00,24.4,99
18/04/2023 03:00:00 -03:00,24.2,99
18/04/2023 04:00:00 -03:00,23.9,99
18/04/2023 05:00:00 -03:00,23.8,99
18/04/2023 06:00:00 -03:00,26.3,94.2
18/04/2023 07:00:00 -03:00,29.9,82.2
18/04/2023 08:00:00 -03:00,30.4,79.7
18/04/2023 09:00:00 -03:00,30.7,76.3
18/04/2023 10:00:00 -03:00,30.9,76.3
18/04/2023 11:00:00 -03:00,30.8,78.1
18/04/2023 12:00:00 -03:00,31.5,74.5
18/04/2023 13:00:00 -03:00,31.5,74
18/04/2023 14:00:00 -03:00,31.1,73.9
18/04/2023 15:00:00 -03:00,30.5,77.6
18/04/2023 16:00:00 -03:00,29.2,82.3
18/04/2023 17:00:00 -03:00,28.4,85
18/04/2023 18:00:00 -03:00,28.1,86.1
18/04/2023 19:00:00 -03:00,27.4,90.3
18/04/2023 20:00:00 -03:00,26.3,95.1
18/04/2023 21:00:00 -03:00,25.5,98.3
18/04/2023 22:00:00 -03:00,25.2,99
18/04/2023 23:00:00 -03:00,24.9,99
19/04/2023 00:00:00 -03:00,24.7,99
19/04/2023 01:00:00 -03:00,24.4,99
19/04/2023 02:00:00 -03:00,24.3,99
19/04/2023 03:00:00 -03:00,24.5,99
19/04/2023 04:00:00 -03:00,24.2,99
19/04/2023 05:00:00 -03:00,24.1,99
19/04/2023 06:00:00 -03:00,26.8,93.3
19/04/2023 07:00:00 -03:00,29.9,83.3
19/04/2023 08:00:00 -03:00,31.1,75.9
19/04/2023 09:00:00 -03:00,31.2,75.2
19/04/2023 10:00:00 -03:00,32,71.4
19/04/2023 11:00:00 -03:00,32.5,69.3
19/04/2023 12:00:00 -03:00,32.6,70.4
19/04/2023 13:00:00 -03:00,32.7,71.4
19/04/2023 14:00:00 -03:00,32.4,72.6
19/04/2023 15:00:00 -03:00,31.6,73.8
19/04/2023 16:00:00 -03:00,29.7,79.7
19/04/2023 17:00:00 -03:00,28.6,84.7
19/04/2023 18:00:00 -03:00,28.3,86.9
19/04/2023 19:00:00 -03:00,28.1,87.3
19/04/2023 20:00:00 -03:00,28,88.6
19/04/2023 21:00:00 -03:00,27.3,91.4
19/04/2023 22:00:00 -03:00,26.2,96.6
19/04/2023 23:00:00 -03:00,25.8,98.2
20/04/2023 00:00:00 -03:00,25.6,99
20/04/2023 01:00:00 -03:00,25.4,99
20/04/2023 02:00:00 -03:00,24.9,99
20/04/2023 03:00:00 -03:00,24.6,99
20/04/2023 04:00:00 -03:00,24.2,99
20/04/2023 05:00:00 -03:00,24.2,99
20/04/2023 06:00:00 -03:00,26.2,95.2
20/04/2023 07:00:00 -03:00,30.2,82.7
20/04/2023 08:00:00 -03:00,30.7,78.2
20/04/2023 09:00:00 -03:00,30.5,76.3
20/04/2023 10:00:00 -03:00,31.3,73.6
20/04/2023 11:00:00 -03:00,31,74.9
20/04/2023 12:00:00 -03:00,31.2,74.8
20/04/2023 13:00:00 -03:00,31.2,75.1
20/04/2023 14:00:00 -03:00,30.6,75.9
20/04/2023 15:00:00 -03:00,30,77.7
20/04/2023 16:00:00 -03:00,28.9,79.2
20/04/2023 17:00:00 -03:00,28.2,82.4
20/04/2023 18:00:00 -03:00,27.8,84.6
20/04/2023 19:00:00 -03:00,27.5,85.5
20/04/2023 20:00:00 -03:00,27.1,87.5
20/04/2023 21:00:00 -03:00,26.4,90.2
20/04/2023 22:00:00 -03:00,24.4,98
20/04/2023 23:00:00 -03:00,24.2,99
21/04/2023 00:00:00 -03:00,24.1,99
21/04/2023 01:00:00 -03:00,24.3,99
