StudentID,Gender,Age,StudyHoursPerWeek,AttendanceRate,GPA,Major,PartTimeJob,ExtraCurricularActivities
426.0,Male,19.0,24.0,91.8,3.51,Engineering,Yes,No
427.0,Male,21.0,23.0,61.79,2.54,Science,No,No
428.0,Female,21.0,8.0,88.8,3.08,Engineering,Yes,No
429.0,Male,19.0,37.0,70.27,3.46,Education,Yes,Yes
430.0,Female,19.0,3.0,80.09,2.22,Business,No,Yes
431.0,Male,21.0,33.0,81.63,3.37,Science,Yes,Yes
432.0,Female,19.0,28.0,68.64,2.18,Arts,No,Yes
433.0,Male,21.0,8.0,75.63,3.93,Arts,No,No
434.0,Female,21.0,34.0,70.65,2.98,Business,Yes,Yes
435.0,Female,22.0,35.0,53.46,2.3,Science,Yes,Yes
436.0,Female,18.0,32.0,71.86,2.68,Engineering,No,Yes
437.0,Female,21.0,24.0,54.87,2.83,Engineering,No,Yes
438.0,Female,20.0,14.0,70.25,3.52,Education,Yes,No
439.0,Male,23.0,32.0,79.65,3.49,Education,Yes,No
440.0,Male,24.0,16.0,78.97,3.22,Engineering,Yes,No
441.0,Male,18.0,4.0,83.13,2.21,Arts,Yes,Yes
442.0,Female,18.0,37.0,54.76,2.3,Arts,No,No
443.0,Male,18.0,21.0,82.61,2.19,Education,No,Yes
444.0,Female,22.0,14.0,65.61,3.15,Business,No,No
445.0,Female,21.0,31.0,69.95,3.75,Engineering,No,No
446.0,Male,22.0,18.0,92.9,2.87,Education,Yes,No
447.0,Male,21.0,7.0,50.45,2.32,Education,Yes,No
448.0,Female,22.0,10.0,79.42,3.12,Engineering,No,No
449.0,Male,22.0,7.0,79.94,3.62,Engineering,No,Yes
450.0,Female,23.0,33.0,69.83,3.48,Arts,No,No
451.0,Female,20.0,23.0,61.85,3.76,Business,No,Yes
452.0,Female,22.0,21.0,61.73,2.56,Business,No,Yes
453.0,Female,23.0,19.0,94.19,2.39,Engineering,No,Yes
454.0,Female,19.0,19.0,72.1,3.76,Science,No,Yes
455.0,Male,20.0,36.0,66.54,3.32,Education,No,Yes
456.0,Male,22.0,29.0,72.44,2.62,Education,No,No
457.0,Female,24.0,18.0,83.47,3.48,Engineering,Yes,No
458.0,Female,18.0,2.0,57.29,3.63,Science,No,No
459.0,Male,19.0,1.0,72.47,3.23,Arts,Yes,No
460.0,Male,19.0,5.0,79.39,3.38,Engineering,Yes,Yes
461.0,Female,23.0,20.0,97.43,2.75,Engineering,No,No
462.0,Male,19.0,11.0,62.63,3.08,Education,No,No
463.0,Female,20.0,2.0,67.96,3.05,Engineering,Yes,Yes
464.0,Male,22.0,3.0,68.97,3.7,Engineering,Yes,Yes
465.0,Female,22.0,23.0,80.28,3.68,Engineering,No,No
466.0,Male,24.0,12.0,67.84,3.67,Education,Yes,No
467.0,Female,18.0,20.0,76.68,2.02,Arts,No,Yes
468.0,Male,23.0,5.0,89.09,3.5,Arts,No,No
469.0,Male,18.0,37.0,85.27,3.52,Engineering,No,No
470.0,Female,19.0,38.0,72.32,3.36,Education,Yes,No
471.0,Male,24.0,30.0,93.21,3.51,Arts,Yes,No
472.0,Female,18.0,9.0,77.91,3.68,Arts,No,Yes
473.0,Male,20.0,34.0,77.0,2.94,Arts,Yes,Yes
474.0,Female,22.0,35.0,51.71,3.0,Education,Yes,Yes
475.0,Male,19.0,22.0,99.33,2.25,Education,Yes,No
476.0,Female,24.0,24.0,56.15,2.77,Engineering,Yes,No
477.0,Male,18.0,17.0,61.56,3.29,Business,Yes,No
478.0,Female,23.0,10.0,52.58,3.56,Arts,Yes,No
479.0,Male,20.0,30.0,82.0,2.43,Business,Yes,No
480.0,Female,20.0,23.0,61.24,2.28,Education,No,Yes
481.0,Female,18.0,32.0,59.0,3.33,Education,Yes,No
482.0,Female,22.0,17.0,54.43,2.0,Education,Yes,No
483.0,Male,18.0,17.0,55.17,2.36,Business,Yes,Yes
484.0,Female,19.0,14.0,79.23,2.06,Education,Yes,No
485.0,Male,18.0,9.0,84.41,2.33,Engineering,Yes,Yes
486.0,Female,20.0,2.0,69.87,2.36,Education,Yes,Yes
487.0,Male,24.0,25.0,73.99,2.78,Science,Yes,Yes
488.0,Female,18.0,39.0,84.3,2.8,Business,Yes,Yes
489.0,Male,22.0,9.0,50.87,3.75,Science,No,Yes
490.0,Male,24.0,22.0,66.16,3.02,Education,Yes,No
491.0,Female,23.0,4.0,98.65,3.45,Engineering,Yes,Yes
492.0,Male,21.0,26.0,79.01,2.21,Arts,Yes,Yes
493.0,Male,18.0,29.0,62.71,2.45,Education,Yes,No
494.0,Female,22.0,34.0,76.09,3.41,Engineering,No,No
495.0,Male,24.0,23.0,67.13,2.11,Business,No,Yes
496.0,Male,22.0,37.0,76.61,2.97,Science,No,No
497.0,Male,23.0,11.0,56.29,3.2,Science,No,No
498.0,Female,20.0,6.0,56.64,3.2,Science,No,Yes
499.0,Male,22.0,18.0,57.18,2.05,Business,No,Yes
500.0,Female,24.0,21.0,96.99,2.64,Engineering,No,No
